text,emotion
ভাই আপনি যে এই সত্য কথা গুলো বলছেন। গ্রেফতার হবরা কি ভয় নাই?,fear
"ভাই,আমাদের সবার দৃষ্টিভঙি বদলানো উচিত।আপনি কি মনে করেন।",sad
নাস্তিকের নিকট কি করে নাস্তিকতা সমস্যা হয়?,disgust
"ভাই আপনেই তো একটা ভন্ড,আপনার আশে পাশে উগ্র নাস্তিকদের দেখা মিলে।",disgust
তুই তো বড় নাস্তিক তোর সমস্যা তুই কিভাবে দেখবি?,angry
আরেকটা বড় সমস্যা হল দেশে দালালের সংখ্যাও বেড়ে গেছে!!! :-D,angry
ভাই তনু কি নিয়ে প্রতিবাদ শেষ ??,surprise
এই প্রথম আপনার কোন স্টাটাস আমার এত ভাল লাগল,joy
নাসতিক আমার ফ্রেন্ড লিসটে তাকতে পারেনা,disgust
আপনার পরিচয়টা পরিস্কার করুন আপনি কি আস্তিক না নাস্তিক ।,surprise
১০০%রাইট। বেশির ভাগ রাজনীতিবিদরা যখন যে সুবিধা সে ভাষায় কথা বলেন।,surprise
আপন‌ি সত্য আর ম‌িথ্যাক‌ে এক কাতার‌ে এনেছেন ।,surprise
যতো দিন যাবে আরো অনেক কিছুই বুঝবেন.......,joy
এই একক্টি কতা আপনার সাথে একমত না হয়ে পারলাম না ভাই,joy
আপনার মত দালাল যত দিন বানান সম্ভব,joy
"ভাই আমি এক মত, আপনার সাথে ।",disgust
আপনি ব্যবহার হচ্ছেন কিনা জানতে চাই।,surprise
এত দিন পরে ভুজলেন এমরান ভাই,surprise
বুঝেন সব কিনতু একটু দেরীতে,surprise
Dr.imran h sarker আপনি কি মানেন ইসলাম শান্তির ধর্ম??? আপনি কি মানেন আল্লাহ একজন আছে???,surprise
ইমরান ভাই তনু হত্যার খবর কি?,surprise
এই সাধারন ব্যাপারটা বুঝতে এত সময় নিলেন? নিশ্চিত আপনি নকল করে পাস করেছেন।,surprise
একদল তো আপনাদের গণ মঞ্চ কে পুতুল খেলার মত ব্যবহার করেছে...,disgust
"আস্তিক নাস্তিক কিছুই আপনি না, তাহলে আপনি কি জানতে চাই""",surprise
ইসলামের বিরুদ্ধে কথা বললে আপনি কখন কি কিছু বলেন?,surprise
সব ই বুঝোস তো চামচামি করোস ক্যা.,disgust
সময়ের সবচেয়ে খাটি কথা।,joy
ইমরান ভাই এত উচিত কথা বলেন কেন,joy
মনে হয় মানে কী? সেটাইওতো,angry
আপনি নিজে কোন ধরমের হু??,surprise
ধর্মকে আসলে কেউ ভালবাসে না। সবাই ধর্মকে ব্যবহার করে নিজের উদ্দেশ্য হাশিল করে,joy
একমাত্র ইসলামই দূর করতে পারে বাংলাদেশের এই সমস্যা। আর কিছু নয়,joy
বুজতে পেরেছেন তাহলে যে ওরা শাহবাহ কে ব্যাবহার করছে দাদা নাস্তিক।,disgust
ধর্ম নিয়েই আসল খেলা আমরা শুধু তাসের ভেলা কেবল নেতারাই পারে এসব খেলা।।,disgust
এতদিন পরে বুজতে পারলা!!,surprise
ও পরে আল্লাহ আছেন।তিনি ঠিক একদিন বিচার করবেন,joy
তাহলে আপনি ৫ জানুয়ারি চুপচাপ ছিলেন কেন ???,surprise
"তোমাকে কত বার তারা ব্যাবহার করেছে তা আমরা ঠিক ই বুজে গেছি,,,!!!",disgust
ভালো মানুষ কই পাবেন।,surprise
এতোদিন পরে তাহলে বুঝতে পারলেন।।। আস্তিক থেকে অনেক দূরে থাকলেও নাস্তিক থেকে নয়। নাস্তিক এখনো আছে আপনার পাশে,surprise
প্রধানমন্ত্রীর না‌স্তিক বিরুধী বক্ত‌ব্যের প‌র আপনার এই বিবৃ‌তি কেন?,surprise
তুইতো সবছেয়ে বড় খাচ্ছর,disgust
কেন তুমি নিজেকে নিজে নাস্তিক বলতে লজ্জা পাচ্ছো নাকি?,surprise
"ইমরান ভাই এতদিনে বুঝতে পেরেছেন""",surprise
"*.. বাঙ্গালীর ইতিহাস ছাত্রলীগের ইতিহাস, ছাত্রলীগের ইতিহাস বাঙ্গালীর ইতিহাস।। .........বঙ্গবন্ধু শেখ মুজিবর রহমান ..........জয় বাংলা.........জয় বঙ্গবন্ধু...",joy
ভাই কালকের সেক হাসিনার কথার জবাব দিলেন,joy
"আমরা জানতে পেরেছি যে,আপনি সরকারের বিশেষ পাহারায় এবং নিরাপত্তায় আছেন,যাহাতে সরকারের টাকা খরচ হয়। আবার দেখছি যে,আপনি সরকারের বিরুদ্ধে কথা বলেন। বিএনপির কেউ সরকারের সাথে এহেন আচরন করলে নির্যাতন সহয্য করতে হয় কিন্তু আপনি সরকারের বিরুদ্ধাচরন করার পরও আপনাকে কিছু করছে না। এটাকে আমরা যথেষ্ট সন্দেহ করছি।",disgust
ইমরান ভাই এটা কোনো গানিতিক হিসেব না যে আপনি এতোদদিন বুঝেন নাই এখন বুঝছেন। আওয়ামীলীগ যে এরকম কিছু করতে ছিলো তা আমরা অনেক আগেই বুঝছি। আপনারা বুঝতে দেরি করায় আজ এত জন ইসলাম পন্থিদের ফাঁসি হলো। খোদার কসম এরা যে নির্দোষ একদিন প্রমান হবে। সেদিন অনেক অনুসূচনা করবেন বলে রাখলাম।,disgust
তোর মাথায় তো কুত্তার গু পায়খানা,disgust
তনু হোত্তার বিচারের দাবিকি শেষ????,surprise
"আমরা কেনো এমন তুচ্ছ বিষয় নিয়ে মাথা ঘামাচ্ছি আর সময় নষ্ট করছি? মাথা ঘামানোর বিষয় কিন্তুু অনেক আছে।। তনু মরে গেছে।। এভাবে তনুরা মরছে।। আর যাদের ভাগ্য খুব খারাপ তারা বেঁচে যাচ্ছে বার বার মরার জন্য ।। এসব নিয়ে ভাবুন।কথা বলুন।। চিন্তা করুন এবং লিখুন। কারন আপনাকে আমরা অনুসরন করি , আপনার লেখুনির মাধ্যমে ভালো কিছু শেখার জন্য। আমি যদি তনুর ব্যপারে বলি . এই কথা যাবে ১০ জনের কানে। কিন্তুু আপনি বল্লে যাবে লাখের কানে।। প্রয়োজন টা বুঝুন।। তনু মরে গেছে। সুবিচার কিন্তুু এখনো পায়নি মেয়েটি।। সোচ্চার হোন।।",surprise
ইমরান ভাই আপনি কি কখনও আমাদের সাধারন মানুষের সাথে তাদের ন্যায় সংগত ও যৌক্তিক দাবি নিয়ে মাঠে নামবেন।,surprise
"ইমরান ভাই আপনার কথায় সম্মতি দিলাম।। আমার বিবেচনায় এদেশের কয়েকটা বিপদজনক শ্রেণির কথা বলি- ১. হুজুর শ্রেণী, ২. নাস্তিক শ্রেণী, ৩. নারীবাদী, ৪. রাজনৈতিক নেতা, ৫. পুলিশ।।",joy
"ভাই,দূর্নীতির মূল কারণ কী মনে করেন? আমি মনে করি জবাবদিহীতার ভয় না থাকা।বিশেষ করে পরকালের জবানদিহীতার ভয় এবং সর্বদা এ বিশ্বাস রাখা আমার কর্মের অত্যন্ত নির্ভুল এবং গোপন রেকর্ড সংরক্ষণ করা হচ্ছে।",surprise
ব্যাংকের টাকা লুট নিয়ে আপনার মতামত বা আপনি কি করতে চান।তনুকে নিয়ে আপনারা অনেক কিছুই করলেন।কিন্তু আমার মনে হয় বাংলাদেশ ব্যাংকের টাকা লুট করে আমাদের সবাইকে নিরবে ধর্ষন করা হয়েছে।এটা নিয়ে আপনারা কি কোন প্রতিবাদ করবেন।,surprise
এমরান ভাই আপনি নিজেকে কি মনে করেন রাষ্ট্রনায়ক ।দেশের মানুষ আপনার পক্ষে আছে সেটা ভুল ।মানুষ নিজেদের প্রয়োজনে শাহাবাগে এসে দাড়িয়ে থাকে ।এরা আপনার জন্য আসে না।হুট করে কেউ রাষ্ট্র নেতা হতে পারে না।দেশ রক্ষার স্বার্থে অন্য দেশের বিরুদ্ধে লড়তে হয়।তার পর সে রাষ্ট্র নেতা হতে পারে ।ঠিক আমি এই কাজ গুলি করছি।আমি আশাবাদী একদিন রাষ্ট্র নেতা হব।বাংলাদেশের ক্ষমতা একদিন আমার হাতে আসবে।,disgust
ভাইয়া একটা কথা বলি কিছু মনে করবেন না।আমি ফ্রি মাইন্ডে বলছি আর আপনিও ফ্রি মাইন্ডে নেবেন। আচ্ছা আপনি কি কোনও নতুন রাজনৈতিক দল তৈরী করতে চাচ্ছেন ?,surprise
"মুক্তচিন্তার নামে অন্যের ধর্মীয় অনুভূতিতে আঘাত দেওয়া ‘ফ্যাশন’ হয়ে দাঁড়িয়েছে বলে মন্তব্য করেছেন প্রধানমন্ত্রী শেখ হাসিনা। তিনি বলেন, ধর্মের বিরুদ্ধে কেউ কিছু লিখলেই, তারা হয়ে যান মুক্তচিন্তা অধিকারী। এখানে মুক্তচিন্তা দেখি না। ধর্মীয় অনুভূতিতে আঘাতকে বিকৃত রুচির পরিচয় বলে মনে করি। বৃহস্পতিবার গণভবনে পহেলা বৈশাখউপলক্ষে আওয়ামী লীগের নেতাকর্মীদের সঙ্গে শুভেচ্ছা বিনিময় অনুষ্ঠানে তিনি এসব কথা বলেন।আওয়ামী লীগের সাধারণ সম্পাদক সৈয়দ আশরাফুল ইসলামের নেতৃত্বে দলটির কার্যনির্বাহী সংসদ প্রধানমন্ত্রীকে ফুল দিয়ে নববর্ষের শুভেচ্ছা জানান। এ সময় আওয়ামী লীগের বিজ্ঞান ও প্রযুক্তিবিষয়ক সম্পাদক স্থপতি ইয়াফেস ওসমান প্রধানমন্ত্রীকে উৎসর্গ করে তার স্বরচিত কবিতা শোনান। শেখ হাসিনা বলেন, কারও ধর্মীয় অনুভূতিতে আঘাত দিয়ে লেখা কখনও গ্রহণযোগ্য নয়। আমার ধর্ম আমি পালন করি। আমার ধর্ম সম্পর্কে কেউ যদি নোংরা কথা লেখেন, সেটা আমরা কেন বরদাশত করব? ধর্মের বিরুদ্ধে কেউ কিছু লিখলেই তারা হয়ে গেলেন মুক্তচিন্তার অধিকারী! আমি তো এখানে মুক্তচিন্তা দেখি না। আমি এখানে দেখি নোংরামি, পর্ন। এত নোংরা-নোংরা লেখা কেন লিখবে? যাকে আমি নবি মানি, তার সম্পর্কে নোংরা কথাকেউ যদি লেখে, সেটা কখনও আমাদের কাছে গ্রহণযোগ্য নয়। ঠিক তেমনি অন্য ধর্মের যারা আছেন, তাদের সম্পর্কে কেউ যদি লেখে, এটাও কখনওগ্রহণযোগ্য হবে না। এই সমস্ত নোংরা কথা, পর্নের কথা কেন লিখবেন? আমি তো মনে করি, এটা সম্পূর্ণ নোংরা মনের পরিচয়, বিকৃত মনের পরিচয়। এটা সম্পূর্ণ তাদের চরিত্রের দোষ এবং তারা বিকৃত মানসিকতায় ভোগেন। আশা করি, এই ধরনের লেখা কেউ লিখবেন না।আরও পড়তে পারেন: বর্ষবরণে কদর কমেছে পান্তা-ইলিশেরপ্রধানমন্ত্রী বলেন, আমি একজন মুসলমান হিসেবে প্রতিনিয়ত আমার ধর্মীয় অনুশাসন মেনে চলি। সেখানে কেউ যদি লেখে, এতে আমার নিজেরও কষ্ট হয়। আর এই লেখার জন্য কোনও অঘটন ঘটলে দোষ সরকারেরওপর আসবে কেন? সবাইকে সংযমতা নিয়ে চলতে হবে। সবাইকে একটা শালীনতা বজায় রেখে চলতে হবে। অসভ্যতা কেউ করবেন না। অসভ্য আচরণ করলে তার দায়িত্ব কে নেবে? আমরা নেব না।",surprise
"ভাই আমরা অনেকেই আপনাকে পছন্দ করি। কিন্তু ভাই, নাস্তিকদের পক্ষ নেয়া পছন্দ হয়না ভাই",surprise
"আস্তিক নাস্তিক কোনও সমস্যা নয়।যারা হিংসা ছড়ায়,অন্যের বিপদে উল্লাস করে, তারাই মূল সমস্যা।",disgust
"অধিকাংশ মানুষ এই দুই পক্ষের বিরুদ্ধে, যার প্রমান গণজাগরণ মঞ্চের প্রতিষ্ঠা,কিন্তু আপনারা এই অধিকাংশের আকাংক্ষায় কুঠারাঘাত করেছেন ।",disgust
রাজনীতিকে এদেশের নেতারা আয়ের উৎস হিসেবে ব্যবহার করে। কিন্তু রাজনীতি কখনই কোন আয়ের উৎস হতে পারে না। এটা একটি সেবা,surprise
"বেশির ভাগ মানুষ যে চিন্তা চেতনা ধারণ করেন, সরকার সেটার প্রতিফলন করার চেস্টা করেন । নইলে দল ক্ষমতায় থাকতে পারবেনা ।",surprise
"আমাদের সবচেয়ে বড় সমস্যা দুর্নীতি। প্রতিফলটাকে কারণ ভাবলে হয়তো ভুল করা হবে। ""আপাদমস্তক দুর্নীতিগ্রস্থ রাজনীতিবিদ ও প্রশাসন"" আমাদের সমাজেরই প্রতিবিম্ব। তাই সামগ্রিক অর্থে আমাদের মুল সমস্যা মুলত দুর্নীতি। সমাজের মধ্যে সততা ও আদর্শের চর্চার সুযোগ তৈরি করা না হলে- অবস্থাটি উত্তরণের কোন সম্ভাবনাও নেই।।",disgust
"ইমরান ভাই এই postটা আরও আগে দেওয়ার প্রয়োজন ছিল,পরে হলে ও আসল কথা বলছেন।দেশের নেতারা জনগনের মজ্ঞল চাই না।চাঁদাবাজী করে আর বড় বড় কথা বলে।ভাই আমাদের কক্সবাজারের দিকে একটু নজর রাখেন কারন প্রতিদিন কক্সবাজারে চাঁদাবাজী হয়।আপনী এক জন সৎ এবং সাহসীকতার মানুষ।এই দেশের জন্য আপনাকে প্রয়োজন,ধন্যবাদ।",sad
"যেখানে, একটা জাতির একটা কলমের মধ্যে দুর্নীতি, সে জাতিকুল কিভাবে সাফল্যের উচ্চ শিখরে আহরণ করতে পারবে...",surprise
"মুক্তচিন্তার নামে ধর্মকে আঘাত নোরাংমি, নবীকে কটাক্ষ মানা সম্ভব নয়ঃ বঙ্গবন্ধু কন্যা মাননীয় প্রধানমন্ত্রী শেখ হাসিনা",joy
"ইমরান সাহেব, আমার মনে হয় আপনার পিঠ চুলকাচ্ছে। আপনি যে প্লেটে খাচ্ছে - সে প্লেটে টয়লেট করতে চাচ্ছেন। ভালো না ভালো না।",sad
"একেই বলে সমানে সমান, রাজা রাজা যুদ্ধ করে প্রান দেয় সৈনিক !",disgust
ভাই আর তনু হত্যার বিচার...,surprise
ভাই ১ মাস আগে ঘটে যাওয়া তনু হত্যার বর্তমান পরিস্তিতি সম্পর্কে বলবেন।,surprise
১০০%সহমত,joy
ঠিকই বলছেন✌,joy
১০০% ঠিক।,joy
ইস! গরলের উদগীরণ।,sad
"লেখেন ভালোই, ক্যামেরার সামনে তোতলান ক্যা?",angry
সালাম ভাই ইমরান।,joy
কতা সথ্য ভাই,joy
সন্দীপে কোরবানীর হাটে জোড়া খুন,fear
নাদিয়া হত্যার নমুনা,fear
১০০% সহমত,joy
তনু হত্তার কিছুই হলনা।,surprise
আসতিক নাসতিক রাজনিতীর *যোগ বিউগ,angry
একমত।,joy
অবশেষে কিঞ্চিৎ স্বীকারোক্তি। হাহাহাহাহা,joy
নাস্তিকের মুখে এসব বেমানান,disgust
না ভাই আপনি !,fear
দিন শেষে রাজনীতিই শেষ কথা। বাকি সব ফ্লেভার।,joy
মুক্তচোদনা,disgust
অবশেষে অরিন্দম ......,joy
সত্যি,joy
কোনো সন্দেহ নাই,joy
বিচার চাই,disgust
100% ঠিক ঠিক ঠিক..এত দিনে বুঝলে তাহলে ভা.ই.য়া।,joy
খাটি কথা।,joy
এতদিন পরে বুঝে এল,joy
ইয়তো ভাইসাব আপনে পুরি সাচ বাত বোলদিক আকেলিহি:),joy
আর তোমার মত শাহবাগি,angry
একমত.......,joy
সহমত,joy
ঠিক বলেছেন দাদা।আপনাকে লাল সালাম।,joy
দিন আসুক আরো বুঝবে!,surprise
একে আপনি কি বলবেন?,sad
রাইট,joy
সঠিক,joy
গোড়ায় আসছেন,joy
হুম,joy
সঠিক,joy
রাজনীতি অর্থাৎ রাজ্যের জন্য যে নীতি তা ভাল হোক বা মন্দ।,joy
অবশেষে বুঝলে!Tnaks,joy
"জাতীয়,রাজনীতি,বিনোদন,খেলাধুলার প্রথম ও সর্বশেষ খবর জানতে লাইক দিয়ে পাশে থাকুন। ভিজিট করুন web.facebook.com/doinikajkersomoy",joy
মি. ইমরান তুমার সময় ফুরিয়ে এসেছে। যা হুক এগুলো বলার দরকার নেই সময় কথা বলবে হে আমার পাতা থেকে আমন্ত্রণ রইলো https://www.facebook.com/GM-MAZED-M-Chowdhury-440969819444535/,joy
হুমায়ূন আহমেদ স্যারের উক্তি পেতে আমাদের এই পেজে লাইক দিয়ে এক্টিভ থাকুন...!!!! https://m.facebook.com/%E0%A6%B8%E0%A7%8D%E0%A6%AE%E0%A7%83%E0%A6%A4%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%B9%E0%A7%81%E0%A6%AE%E0%A6%BE%E0%A7%9F%E0%A7%82%E0%A6%A8-%E0%A6%86%E0%A6%B9%E0%A6%AE%E0%A7%87%E0%A6%A6-610309312431667/,joy
আবারো ধন্যবাদ । ভাই,joy
আস লে আমাদের সাদা কে সাদা বলার সাহস নাই কিন্তু আপনার আছে তাই ত আপনি amader lider...amader pokhe apni bholin amader moner kotha,joy
"ধন্যবাদ ভাই,",joy
মি টু!,joy
ছেলেৱ মায় কি কৱছিল হাতিৱঝিল এসে।ছেলেকে ঘূৱতে না নিয়ে বাসায় টেলিভিশনেৱ সামনে ৱাখিয়া। তাৱ পৱ সতীনেৱ সাথে ঘূৱতে বেৱ হত,angry
ধন্যবাদ।,joy
তুমি যে কতবড় ' বকধার্মিক ' তা তুমি নিজেও জানো,disgust
"এইচ ভাই, নিজামী, কাদের, কামরুল এদের বিচার তো হল তনু বা অন্য আরো অনেকে এদের এক জনের বিচারও তো করাইতে পারলেননা,কারন নিজামীদের বিচার আপনারানা সরকার নিজেই করতেছে,আপনারা সাহাবাগে যারা বসেন এরা আসলে নাটক করেন,যদি সাদাকে সাদা বলেন তাহলে একটা নিরিহ মানুষের বিচার করে দেখন।মোশারফ করিমের মত কথা দিলামতো করেন না।",angry
#mahamud প্রেম বা ভালোবাসা কী খারাপ জিনিস ??,sad
হাতটানার অভ্যাস ও আছে দেখছি হাহাহাহাহাহ. #মিনার,joy
আল্লাহ ইমরান ভাইকে ভাল রাখুন !,joy
সালা তুই একটা মাথা মোটা,angry
"পারলে প্রতিভাদ জানান, শেয়ার করে এর তিব্র প্রতিবাদ জানান। কুমিল্লার লাকসামে উওর বাজার নেছারিয়া হাফিযিয়া মাদ্রাসা বৌ বাজার এর একটি মাদ্রাসায় আজ জুমার নামাজ এর সময় পালিয়ে বের হয় ৭বছর এর একটি শিশু।শিশুটি জানায় গত ৭/৮দিন যাবত শিকল ও অনেক মারদোর করে মাদ্রাসার শিক্ষকরা;;''* হাত -পায়ে শিকল বাধা অবস্থায় শিশুটিকে এলাকার যুব সমাজ কাউন্সিলর কে জানিয়ে থানায় এর সুস্ট বিচার দাবি করে! আধুনিক যুগে এ ধরনের মধ্যযুগীয় নির্যাতন সমাজ ও মানবাধিকার আছে বলে মনে হয় না। আপনারা এ ধরনের নির্যাতন সমর্থন করেন কি???",angry
ধুর,disgust
সাদাকে সাদা কালোকে কালো জে রং না চিনে সেউ বলতে পারে বলতে পারেনা এক মাএ গাজা খুর লোক কারন তারা মাতাল জা তাদের চেহারাতেই তারা দরা পরে,disgust
সবাই বলে পুলিশ ভালো নয় তো নিজের চোখে দেখেন,angry
"তুমি সাদা কে কালো বল আর কালো কে সাদা , তবে আমি মনে করি তুমার বলাতে আমাদের কিছু যাবেওনা আসবেওনা।",sad
"আমি সাদাকে সাদা বলি, কালোকে কালো। একটা ভালো কাজের প্রশংসা করতে এতো ভাবনা চিন্তার কিছু নাই।",joy
আরে সালার ভাই ওই ত হিনদু ওরে আললাহ নেক হায়াত দিব কুথায় থেকে.,angry
Asraf@হিন্দুদের কে নেক হায়াত না দিলে ওরা বেঁচে আছে কি করে? আর আপনার বাপ দাদা তালই দের কেউ বেঁচে নাই কেন?নাকি তাদের নেক মৌয়ত দিল ?,disgust
ইমরান ভাই আপনাকে সামনে থেকে দেখিনি তবে দূর থেকে দেখে শিখেছি প্রতিকুলতার মাঝে দাড়িয়ে কি ভাবে যুদ্ধে বিজয়ী হতে হয় ! আল্লাহ আপনাকে নেক হায়াত দান করুক আমিন-,joy
ফেজবুক এর মাধ্যমে এটি সহজ হয়েছে । ধন্যবাদ ফেজবুক ধন্যবাদ ডা : ইমরান সাহেব ধন্যবাদ পুলিশ বাহিনীর সদস্য দেরকে,joy
"অভিনন্দন পুলিশ এবং গণমাধ্যম (ফেসবুক)-কে। শিশুটির জন্য দোয়া রইলো, শিশুটি সত্যিই সৌভাগ্যবান।",joy
শাহাদত ভাইয়ের উত্তর দিন।,sad
Shahadat Hossain Shamim স্থান কাল পাত্রভেদে কথা বলতে হয়.. অবশ্য এইগুলোর জন্য সুশিক্ষা থাকতে হয়I,disgust
দুর্ভাগ্য শিশুটির যে তার পরিবার তার খেয়াল না রেখে কাকে নিয়ে আনন্দ ভাগাভাগি করল ফলে সে তার পরিবার থেকে হারিয়ে গিয়েছিল।,disgust
মানুষের মাঝে যেমন ভাল খারাপ আছে ঠিক তেমনই পুলিশের মাঝেও ভাল-খারাপ আছে।,angry
পুলিশের কাজ হলো মানুষের সেবা করা। অপরাধীকে ধরা । কেউ বিপদে পড়লে তাকে উদ্ধার করা। পুলিশের কিছু ভাল কাজ আছে ।তার চেয়ে তাদের খারাপ দিখটা বেশি। মানুষ বিপদে পড়লে এখন আর পুলিশের কাছে যায় না যানে তাঁদের কাছে গেলে বিপদ হবে আরো ।।।।।,disgust
"ধন্যবাদ ভাই আপনাকে, আপনার এই নিউজটা প্রচার করার ফলে, যদি প্রচার না হতো তাহলে হয়তো শিশুটিকে খুঁজে পেতে খুব কষ্ট হতো। অভিনন্দন সেই পুলিশদের যারা নিজ দায়িত্বে শিশুটিকে কিছুক্ষণের জন্য আপন করে নিয়েছেন।",joy
"আলহামদুলিল্লাহ্ । যাক অবশেষে সুখবর । আল্লাহর রহমতে হারানো আদরের কলিজার টুকরো সন্তানকে মায়ের কোলে ফিরিয়ে দিয়েছে ।। ধন্যবাদ ফেইসবুক, ধন্যবাদ ইমরান ভাই, ধন্যবাদ আইন শৃঙ্খলা বাহিনীকে ।।",joy
অভিন্দন পুলিশ বাহিনীর ঐ সদস্য দের যারা ভাল কাজের উদাহরণ রাখে ।,joy
পুলিশ কে অনেক অনেক ধন্যবাদ ও শুভেচ্ছা,joy
ধন্যবাদ পুলিশ ভাইকে তাদের এ মহৎ কাজের জন্য ।,joy
১০০% সত্য কথা বলছেন,joy
"পুলিশ কে তার দাইত্ত এবং সুনাগরিকের পরিচয় দেয়ার জন্যে স্যালুট আর বাচ্চার মায়ের জন্যে পরামর্স ""আপনার তো বিয়ে হয়েছে, বিয়ে না হলে তো আর ছেলে হতোনা.... তো... আর কি দরকার!!! অন্য পুরুষের প্রতি আকৃস্ট না হয়ে ছেলে আর সংসারের দিকে মন দেন.""",angry
"জাবেদ ভাই আপনার কথায় যুক্তি আছে, সমর্থন করলাম।",joy
যমুনা সেতুর পশ্চিম পাড়ে একজন পুলিশ ও তিনজন মানুষ গাড়ী এক্সিডেন্টে মারা গিয়েছিলো।,sad
পুলিশ আর মানুষ কোন ভাবেই আলাদা নয়....ভাটি এলাকায় সাধারণ মানুষের সাথে বাধ দেয়ার কাজ করছে,sad
"ভাই এই মা গুলার জন্য একটা গণসচেতনতার পোষ্ট করুন। আমি দেখেছি উনারা নিজেদের নিয়ে এতো ব্যস্ত হয়ে যান যে, বাচ্চাদের কথা মনে হয় মনেই থাকে না। আমি অনেক বার দেখেছি, উনারা চুল ঠিক করতে করতে বা ফোন এ কথা বলতে বলতে বাচ্চারা রাস্তায় চলে যাচ্ছে। যা থেকে বড় যেকোন ধরনের দুর্ঘটনা ঘটতে পারে।",sad
vaiya it was an unexpected accident.... পিতামাতা যত ই বিলাসিতা করুক না কেন তারা কখনো জেনে এরুপ কাজ করবে না কারন পিতামাতা র মত আপন আর কেউ নাই।,sad
হতে পারে৷ তারপরও খেয়াল রাখতে হবে যে বিলাসিতার মাএা যেন অতিরিক্ত হয়ে না যায়৷,sad
"অভিনন্দন আমরাও৷ কিনতু ধিক জানাই সে সব অভিভাবকদের যারা নিজেদের আনদে রেখে সন্তুানদের কথা ভুলে বেহাইয়া পনায় মেতে থাকে ৷ সবাইকে নতুন বছরের শুভেচ্ছা ৷ ভালো থাকুন, ভালো রাখুন ৷",sad
ৃবাশ না টাওয়ার দেওয়া দরকার,disgust
ঐ মা নাটক করেছে আমার মতে তাকে ডিজিটাল বাঁশ দেওয়া দরকার।কারন কেমন মা রংঙে মাতাল হয়ে ছেলের কথা বুলে যায়।,disgust
"এই মহিলািটিকে ধরে কষে একটা থাপ্পর দিতে পারলে ভাল লাগতো আমার। আর পুলিশ এর কথা বলতেছেন,, খোজ নিয়া দেখেন বাচ্চাটাকে মায়ের কাছে দিয়ে কত টাকা নিছে মিষ্টি খাবার জন্য, কারন বাংলাদেশের পুলিশের ভাল কাজের পিছনেও উদ্দেশ্য থাকে ।।।।",sad
"অভিনন্দন। নববর্ষের শুভেচ্ছা। বাংলাদেশে ১৫ % পুলিশ ভাই আছে। পুলিশ যে জনগনের বন্ধু, তারা কিছু মাসব সেবা করে আমাদের সাধারণ জনগন কে মাঝে মধ্যে আশার আলো ও পুলিশের প্রতি নতুন করে আস্তা ফিরে দেয়। আসলে কিছু ভাল পুলিশ না থাকলে ১৬ কোটি মানুষের চলা ফেরার করার অনেক কষ্ট হত। অনেক ধন্যবাদ। Dr. Imran H Sarkar @. আপনি মাঝে মধ্যে অনিয়ম গুলি জন্য প্রতিবাদ করেন। আমাদের তনু হত্যার কি হল ! মনে হয় বৈশাখী পান্তা ইলিশে সাথে খেয়ে পেলেছ। আপনি কোন জবাব দিবেন কি ? নেছার আহমেদ খান। পটিয়া। চচ্রগ্রাম। ***********",sad
"ঐ নাদান মাকে এইবার সতর্ক হতে আহব্বান জানাচ্ছি,,,,,,,,,,,,এবং সেই সাথে সকল নাদান মা দের কেউ!!!!!!!",angry
ধন্যবাদ আমাদের পুলিশ ভাই দেরকে হাতির ঝিলে হারিয় যাওয়া ৪ বৎসরে ছেলেটাকে তার মায়ের কাছে ফিরিয়ে দেওয়া হয়েছে। আবারও পুলিশ ভাই দেরকে ধন্যবাদ তার সাথে ধন্যবাদ যানাই ডাঃ ইরান এইস সরকারকে।,joy
"অ‌ভিন্দন পু‌লিশ ভাইকে , ভাই অামার ছে‌লে‌কে ১০দিন যাবত খু‌জেঁ পা‌চি্ছ না, ম‌ো: সিয়াম অাহ‌মেদ মারুফ, স‌ সে ঝালকাঠী জেলা স্কুল এর ১০ম শ্রেনীর student. সে গত ০৫/০৪/২০১৬ তা‌রিখ ,‌বিকাল ৫টার সময় বাসা থে‌কে বের হ‌য়ে অার বাসায় অা‌সে‌নি,‌কোন হৃদয়বান ব্য‌ক্তি তার সন্ধান পে‌লে এই নাম্বার এ জানা‌নোর জন্য ব‌ি‌ষেশভা‌বে অনু‌রোধ করা গেল,০১৭২৪৬৭১৭৬৯",sad
"পুলিশ ২/১টা ভাল কাজ করলেও কিন্তু জনগন এর কাছে খায় না, যেহেতু একগাদা খারাপ কাজের মাঝখানে ২/১টা ভাল কাজ অাড়াল হয়ে থেকে যায়, পুলিশ ঠিকই ভাল কাজ করতে চাই কিন্তু সরকার ও জনগনের চাকর বাকরদের কারনে করতে পারে না। উপরের প্রভাবশালী জনগনের চাকর বাকরেরা পুলিশের প্রতি এত্ত পভাব খাটায় যে, পুলিশ না পারে সইতে- না পারে কইতে।",sad
গুড।কিনতু নতুন বছরে গুরতে এসে দেখেনত আপনার সনতান কে হারিয়ে ফেলে ছিলেন।গুরতে আশাটাকি খুবি জুরোলি ছিল।তার পর আপনার নিজের সনতান কে দেখে রাকতে পারলেন না,sad
